livre.chapitre.verset,Bafia
1CO.14.10,"Nsoò ɓìtòkì ɓyaa tèghɛɛ ɓi ziinɛ yɛ̀ɛ cɛ, kidɛŋ ki yin wɔɔ ki ɓɛ kpaa lɛ ki resii ɓi com. "
1CO.14.11,"Nni fɔlɔɔ yɛɛ ri min lɛ, i màa rɔ̀ɓ kɛ̀ɛ nwog kitòkì ki ɓɛɛ̀ tòtog mɛ miì, ǹɗì ɓiì ɓaà kìgbɔ̀mgbɔ̀m ɓi mis mɛ ŋwaànɛ a tòtog ri mɛ̀, nyii ɓa girig kìgbɔ̀mgbɔ̀m ɓi mis mɛ̀m. "
1CO.14.12,"Fɔlɔɔ nnɛ yɛ̀ɛ ɓi kaakaa mɛfaà mɛ Nghay, ɓì ghɛ̀ɛ̀sɛɛ kì kaà lɛ di ɓyàa ɓaa rì mɔ lɛɛ̀gwey wɔ̀lɛ kɛɛ ɓa fɔlɔɔ ɓisuulɛ kìseŋi ki Kiris kɛɛ ɓa rì ìtèɗ."
1CO.14.13,"Kìɓan kiǹ kɛɛ̀ki ŋwaànɛ a tòtog kikènekènè ki kitòkì, à ghɛ̀ɛ̀sɛɛ kì ɓɔ̀ŋzaagh Bɛ̀ll lɛ, a yi rìghagsì ɗi ɓum com ki a kpaakpàà ɓi kìtòkì kiǹ. "
1CO.14.14,"Ɓisuulɛ cààmɛ̀n ki mɓɔ̀ɔɓɔŋzàg ɓi kìkènekènè ki kitòkì, lɔŋ nghay wɛ̀m wɛɛ̀ ɓɔ̀ɔɓɔŋzàg, ɗyomzɛ̀n ɗyɛm̀ ɗyɔɔ maamàà ɗyɛ̀ kɛɛ̀ kì com."
1CO.14.15,"Ǹghɛ̀ɛ̀sɛɛ min ki kìi la? Ǹɗì ɓiì ɓɔ̀ŋzaagh Bɛ̀ll rì nghay wɛ̀m, kìɓan kifog m̀ɓɔ̀ŋzàg girig rì ɗyomzɛ̀n ɗyɛm̀; ǹɗì ɓiì kɛɛghraagh tyem rì nghay wɛ̀m kìɓan kifog ǹkɛɛghràg girig rì ɗyomzɛ̀n ɗyɛm̀. "
1CO.14.16,"Ɓisuulɛ i u fafa Bɛ̀ll ɓìtògsɛ̀n ɓi nghay wɔ rì wɔ, lannɛ ŋwaà zɛ̀y ànɛ à kɔ̀kɔrii ǹɗaŋ ri ɓumɓɛ ɓɛɛ̀ wowòg à rì lɛ à kpaa lɛ ààmɛ̀n ɓi ɓìtògsɛ̀n ɓi ù faa Bɛ̀ll kɔlɛ à yii ɓi com ki ù kpaa? "
1CO.14.17,"Ki ri lɔŋ saaɗ lɛ ɓìɓan ɓi u kakali Bɛ̀ll cààmɛ̀n ki u fafa nyi ɓìtògsɛ̀n fɔlɔɔ ɓi rɔɔtɛɛ yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀, kìɓan kifog, ɓi yin ɓiì fafaa goni ìtèɗ ɓi rìgherɛ̀n. "
1CO.14.18,"Ǹfaa Bɛ̀ll ɓìtògsɛ̀n lɛ, ntòtog ɓìkènekènè ɓi ɓitòkì, ǹcee mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm. "
1CO.14.19,"Kìɓan kifog, cààmɛ̀n ki ǹɗì ɓi ntaŋzɛn wu ɓɛgherɛ̀n, ǹti m̀ɓiisàg kì kɔ̀ni lɛ nkpaa jɛ̀ɛ̀ yitaǹ rì ɗyomzɛ̀n ɗyɛm̀, à cee lɛ nkpaa jɛ̀ɛ̀ ɓɛ̀tɔɔsìm ǹtɛ̀ɗ ɓi kìkènekènè ki kitòkì."
1CO.14.20,"Ɓɔɔsoŋ̀, kɛ̀ ɓi ɓa yɛ̀ɛ ɓɔɓti ɓi rìfifìɓì ɗi ɓiɓan, wɔ̀lɛ ɓi kìɓe nnɛ ɓì ghɛ̀ɛ̀sɛɛ kì ɓaà yɛ̀ɛ ɓɔɓti; ɓì rìfifìɓì ɗi ɓiɓan, ɓì ɓa ɓɛ̀sɛ̀ɛ̀mɛn. "
1CO.14.21,"Ki ri kìkànɛn ɓi kaàtà à ɓìdɔ̀gsɛna lɛ: Ɓi myɔm mɛ ɓumɓɛ ɓɛɛ̀ tòtog ɓitòkì ɓidɛŋ, rì ɓi myɔm mɛ ɓɛ̀kèn, innɛ ǹɗì ɓiì tòòghrɛɛ ri kìlɔ̀ŋ ki; nni nsoò ɓi bee inɛ̀n, ɓaa wog ɓi mɛ. Fɔlɔɔ nnɛ Kan a kalàg."
1CO.14.22,"Fɔlɔɔ nnɛ rìtòtòg ɗi ɓìkènekènè ɓi ɓitòkì ɗi resii com, àa ɓisuu ɓɛgherɛ̀n, wɔ̀lɛ ɓisuu ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n, kɔlɛ rìkpaŋzì ɗi ɓiɓan ɓi Bɛ̀ll, ɗi resii com, wɔ̀lɛ àa ɓisuu ɓumɓɛ ɓɛ yin ɓɛgherɛ̀n lɔŋ ɓisuu ɓɛgherɛ̀n. "
1CO.14.23,"I ki ri min lɛ, ɓi ntaŋzen wu kiseŋi kìcèm ɓum ɓɛ̀cɛ̀m ɓɛɛ̀ tòtog ɓi ɓitòkì, nni nnɛ ɓum ɓɛ ɓi kìlɔ̀ŋ, nsoò lɛ ɓumɓɛ ɓe yin ɓɛgerɛ̀n, ɓɛ ɗiŋii yì wɔɔ, ɓɛ ri ɓiì rɔ̀ɓi ɓɛ̀ kɛɛ kpaa lɛ ɓì ghali ɓìyɛ̀g di ki ɓaa là? "
1CO.14.24,"Wɔ̀lɛ i ɓum ɓɛ̀cèm ɓɛɛ̀ kpaakpaŋzì ɓìɓan ɓi Bɛ̀ll, nni nnɛ ŋwaànɛ à yin ngherɛ̀n nsoò lɛ ŋwaànɛ à yùu lɛ a wog à ɗiŋii yì, ɓum ɓɛ̀cèm ɓɛ ri nyi ɓiì tinii lɛ a gherɛn kìɓe kii, ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɓiì yɔ̀mi nyi. "
1CO.14.25,"Ɓɛ̀fèg ɓɛ ɓɛ ri nyi ɓɛ̀nyamɛn ɓi nɗem ɓɛ ɓiì kpagii dan, à kpì ɓi zi ri ìsu, à ɓɔgsì Bɛ̀ll à kalì lɛ: Bɛ̀ll à rì lɔŋ ɓi nyìinyìm wìn a tààkaà."
1CO.14.26,"Ɓɔɔsoŋ̀ nni cɛ ɓì ghɛ̀ɛ̀sɛɛ min lɛ ɓì kìlàg? Ki ghɛɛ̀sɛɛ lɛ, cààmɛ̀n ki ɓì taŋzɛɛ, wàànɛ ù rì rì fyem, nsoò lɛ com ki rèsiyɛn, nsoò kìɓan ki Nghay à rèsii wɔ̀, nsoò lɛ u toòghrɛn kìkènekènè ki kitòkì, nsoò lɛ rìtɛɛ̀zì ɗi ɓiɓan ɓi ɓi kparɛɛ ɓi kìkènekènè ki kitòkì kiǹ, ɓìɓan ɓiǹ ɓìcèm ɓi ghɛɛ̀sɛɛ kìfaà ɓɛ̀gherɛ̀n ɓɛ̀cèm ìtèɗ ɓi nghay. "
1CO.14.27,"I ɓum ɓɛɛ̀ tòtòg ɓìkènekènè ɓi ɓitòkì, ɓum ɓɛɓɛɛ̀ nsoò lɛ ɓɛraa, di ɓɛ teghɛɛ ɓɛɛ ghɛɛ̀sɛɛ lɛ ɓɛ toòghrɛ̀n lɛ i roànɛ à tòòghrɛɛ, roàmbog à tòòghrɛ̀n, mum ànɛ lɛ a ghaàghàgsì ɓìɓan ɓi ɓɛɛ̀ kpaakpàà à ghɛ̀ɛ̀sɛɛ wɔɔ ki ɓaà. "
1CO.14.28,"I mum à gagsì à yin, mum à ghɛ̀ɛ̀sɛɛ kì maarɛɛ ɓi nyìinyìm à ǹtaŋzɛn wu ɓɛgherɛ̀n, à tòtòg wɔɔ ɓɛɛ̀ nyimiɗ, rì ǹɗem, à ki tòtog ri Bɛ̀ll. "
1CO.14.29,"Ɓi ɓɛg ànɛ a ɓɛ̀kpaŋzì-ɓìɓan, ɓɛ̀sɛ̀ɛ̀ ɓɛɓɛɛ̀ nsoò lɛ ɓɛraa ɓɛ ghɛɛ̀sɛɛ kì tòòghrɛɛ, ɓɛ̀ro ɓɛmbog ɓɔɔ fifìɓì ɓìɓan ɓi ɓɛ̀roɓɛ̀n ɓɛɛ̀ kpaakpàà. "
1CO.14.30,"I ŋwaàdɛŋ ànɛ a rìghàdà à rì rì kìɓan ki Nghay à rèsii nyi, ki ghɛɛ̀sɛɛ lɛ roàmbog ànɛ a tòtog a maàrɛn. "
1CO.14.31,"Ɓisuulɛ ɓì rì lɛ ɓì ɓɔ̀ɔ̀ɓɔ̀ɓsɛ̀n ɓi rìkpaàkpàŋzì ɗi ɓiɓan ɓi Bɛ̀ll ɓi lèg ànɛ lɛ ɓum ɓɛ̀cèm ɓɛɛ womzɛn lɛ rìrèsàg ɗiǹ, fɔlɔɔ nnɛ ɓum ɓɛ̀cèm ɓɛ teɗ cilag rì deɓ yi yɛɛ̀ fafa itèɗ. "
1CO.14.32,Ǹkpaŋzì-ɓìɓan a ghɛ̀ɛ̀sɛɛ kì làmii ǹghay à rìkpaŋzì ɗi ɓiɓan anɛ a sasay ɓi nyi. 
1CO.14.33,"Ɓisuulɛ Bɛ̀ll à yin Bɛ̀ll à kìɓùùsì, à rì lɔŋ Bɛ̀ll à fyòoog. Lɔŋ yɛ̀ɛ ki ti ki ɓalàg ɓi mɛ̀taŋzɛn mɛ ɓɛgherɛ̀n Bɛ̀ll mɛ̀cèm "
1CO.14.34,ɓɛ̀yiɓ ɓɛ ghɛɛ̀sɛɛ kì maarɛɛ ɓi mɛ̀taŋzɛn lɛ ki ri ɓɔ kìrèghɛn lɛ ɓɛɛ toòghrag ɓi nyìinyìm à ǹtaŋzɛn; ɓɛ ghɛɛ̀sɛɛ lɔŋ lɛ ɓɛɛ ɓa rì mɛ̀wog yɛ̀ɛ ki ri girig kì kaliyɛn ɓi ɓìdɔ̀gsɛna. 
1CO.14.35,"I giɓ adɛŋ à rì rì zày ìnɛ lɛ a yi kìɓan kidɛŋ, à ghɛ̀ɛ̀sɛɛ kì tɔɔ̀gh yii wiì kɔ a mɛɛ ɓisuulɛ ki rɔɔtɛɛ ɓi lɛ ɓɛ̀yiɓ ɓɛɛ totog ɓi naà-Bɛ̀ll. "
1CO.14.36,A lɔ̀ŋkin innɛ jɛ̀ɛ̀ ì Bɛ̀ll ì pɛ̀sɛ̀ngày yɔ̀? Gìn mìni yɛɛ tekà yɔ̀ cɛ̀ncin?
1CO.14.37,"I mum a fèfeg lɛ à rì ǹkpaŋzì-ɓìɓan à ghɛ̀ɛ̀sɛɛ kì yiì lɛ kìɓan ki ǹkàni mìni ki, ki ri kìdɔ̀gsɛna ki Kan. "
1CO.14.38,"I mum à còmɛɛ kɔ, di Bɛ̀ll à yii ɓi nyi."
1CO.14.39,"Fɔlɔɔ nnɛ ɓaana rì zày ìnɛ lɛ ɓi kpaàkpàŋzì ɓìɓan ɓi Bɛ̀ll, ɓɔɔsoŋ̀! Kɛ̀ ɓi ki règ ɓum lɛ ɓɛɛ totog ɓìkènekènè ɓi ɓitòkì. "
1CO.14.40,"Kìɓan kifog, ɓìɓan ɓìcèm ɓi ghɛɛ̀sɛɛ kì kìlɛɛ yɛ̀ɛ kɛɛ̀ kɔ̀nkɔ̀n rì syeesyee à rìwòŋzàg."
1CO.15.1,"Ɓɔɔsoŋ̀, n-yiti mìni Syeesyee à Ɓɔlɛ ànɛ ǹkalìghà mìni, ànɛ ɓì tekà, innɛ ɓì rì ɓɛ̀sììrɛn miì; "
1CO.15.2,"Syeesyee à Ɓɔlɛ ànɛ̀n innɛ ɓì ki rì ɓiì ghɛɛ̀ cɛɓ lɛ nyi, di ɓì ɓèŋi nyi lɔŋ yɛ̀ɛ ǹghagsìghà mìni nyi, kɛ̀ɛ̀ fɔlɔɔ, di rìgherɛ̀n ɗi ɓì gherɛ̀ngà ɗi ri kɛ̀ɛ̀ ìsu."
1CO.15.3,"Ǹlokà mìni kìghagsii rirèsì ɗi mɛ̀ɛmiɗ ǹtekà girig, ɗyɛɛ ri lɛ: Kiris à wughà ɓisuu ɓiɓe ɓis lɔŋ yɛ̀ɛ ki ɓaghà kì kànɛn. "
1CO.15.4,"Ɓɛ ɓomgà nyi ɓi zɔ̀ŋ, à ki ghèmɓɛn ɓi ŋwos a kìraa lɔŋ yɛ̀ɛ ki ɓaghà kì kànɛn. "
1CO.15.5,"À rèsɛ̀ngà Sefas, ajɛ̀m ìnɛn à rèsɛ̀ntì ɓɛ̀yilàg ɓɛ kiǹtɛ̀ɗ rì ɓɛɓɛɛ̀. "
1CO.15.6,"Ajɛ̀m ìnɛ̀n, à rèsɛ̀ngà tì ɓɛ̀gherɛ̀n ɓɛ ɓɛ ceeghà ɓum ɓɛ̀hɔnɗɛ̀ɗ ɓɛtaǹ, di ɓɛ ri nɗaŋ. Kìgwey ki ɓi ɓɔ ki kaka cem, wɔ̀lɛ gàɓ ìdɛŋ ì mɛ cuu. "
1CO.15.7,"Fɔɔnnɛ à rèsɛ̀ngà Zyag, à ɓɔ̀ɓ min ɓɛkɛ̀nì-fìtom ɓɛ̀cèm. "
1CO.15.8,"Ajɛ̀m ì ɓumɓɛ̀n ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm fɔɔnnɛ à rèsɛ̀ngà mɛ̀ girig, mɛ̀ ànɛ ǹɗì yɛ̀ɛ man ànɛ ɓɛ yali ɗyem kìɓwɛɗ, "
1CO.15.9,ɓisuulɛ ǹɗì ŋwaà siitòn ɓi nɗaŋ wu ɓɛ̀kɛ̀nì-fìtom; ǹghɛ̀ɛ̀sɛɛ ɓi lɛ ɓɛ reŋì mɛ̀ lɛ ǹkɛ̀nì-fìtom ɓisuulɛ ǹ-yeesìghà kìseŋi ki ɓɔn ɓɛ Bɛ̀ll. 
1CO.15.10,"Lɛ geesɛ̀n ì Bɛ̀ll, nnɛ ǹɗì com ki ǹɗì, nni geesɛ̀n yìì ɓi ɓɛg wɛ̀m ì wughà ɓi zɛy, ǹsalà gì kɔm̀ ǹcee ɓɔ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, wɔ̀lɛ, àa mɛ̀ɛmiɗ yɛɛ salà, lɔŋ geesɛ̀n ì Bɛ̀ll ìnɛ ì rì rì mɛ̀, yɛ̀ɛ kighà kìsay. "
1CO.15.11,"Nni fɔlɔɔ nnɛ, kaa soo rì lɛ mɛ̀, kaa soo rì lɛ ɓɔ, com ki ti kpaakpaa ɓum kɛɛ̀kìn, kɛɛ̀ki ɓì ki gherɛ̀ngà."
1CO.15.12,"I ɓɛɛ̀ ki kakali lɛ Kiris à ghèmɓɛ̀ngà a ɓìloŋ, lannɛ ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wìn ɓɛ ri lɛ ɓɛ kpaa lɛ ɓìloŋ ɓi yin lɛ ɓi ghemɓɛ̀n? "
1CO.15.13,"I ɓìloŋ ɓi yin lɛ ɓi ghemɓɛ̀n, di Kiris à ghèmɓɛ̀ngà ɓi girig a ɓìloŋ. "
1CO.15.14,"I Kiris à ghèmɓɛ̀ngà ɓi, di ɓìɓan ɓi Bɛ̀ll ɓi ɓìsiì kakali ɓum, ɓi ri min yɛɛ lɔɔ kɛ̀ɛ̀ ìsu, rìgherɛ̀n ɗin irig ɗi ɓa kɛ̀ɛ̀ ìsu. "
1CO.15.15,"Ki ɓa gì kɔm̀ lɛ ɓìsii ri ɓɛ̀nkɔ̀ɔwa ɓɛ ɓɛɛ̀ kpaakpaa ɓiɓan ɓi ɓɛpwàà ɓɛ raràɗ rì Bɛ̀ll, ɓisuulɛ tì pwààghà Bɛ̀ll kìɓan ɓi nyoo, yɛ̀ɛ tì kpaaghà lɛ, à ghèmzìghà Kiris, kɔm̀ lɛ à ghèmzìghà ɓi nyi, di ki ɓaa saaɗ lɛ, ɓìloŋ ɓi yin lɛ ɓi ghemɓɛ̀n ɓi. "
1CO.15.16,"Lɛ i ɓìloŋ ɓyaa ghèmɓɛn ɓi, di Kiris girig à ghèmɓɛ̀ngà ɓi. "
1CO.15.17,"I Kiris à ghèmɓɛ̀ngà ɓi di rìgherɛ̀n ɗin ɗi ri kɛ̀ɛ̀ ìsu, di ɓì kaka lɔŋ ɓi ɓìɓe ɓin ɓi ɗùm. "
1CO.15.18,"Fɔlɔɔ a rèsì kɔm̀ lɛ, ɓumɓɛ ɓɛ wughà di ɓɛ ri ɓɛ̀gherɛ̀n Kiris, ɓɛ ri ɓɛ̀ɗyaŋɛn. "
1CO.15.19,"I dyàɓɛn yis ìnɛ yɛ̀ɛ Kiris yàa rì lɔŋ ɓi cɛɓ ki ɓi ziinɛ kɔrìkɔ, di ɓìsi yɛɛ raŋzii kì ɓaà nyìinyìg tì cee ɓum ɓɛ̀cèm."
1CO.15.20,"Wɔ̀lɛ ɓigomìnɛ, Kiris à mɛ ghèmɓɛn a ɓìloŋ, fɔɔnnɛ à rì kìɗùn ki ǹtonto ki ɓi ɓìloŋ ɓi ɓi wughà. "
1CO.15.21,"Ɓisuulɛ, yɛ̀ɛ rìwu ɗi yughày ɓi mum bog, ɓi mum bog innɛ rìghèmɓɛ̀n ɗi ɓiloŋ ɗi mɛ yùy girig. "
1CO.15.22,"Lɛ fɛlɛ yɛ̀ɛ ɓum ɓɛ̀cèm ɓɛ ti ɓɛ wulàg lɛ rìɓa ɗi ɓɛ ri ɓɛ̀ràrɛn ri Adam, fɔlɔɔ nnɛ ɓum ɓɛ̀cèm ɓɛ ri girig ɓiì ghɛɓì lɛ rìɓa ɗi ɓɛ ri ɓɛ̀ràrɛn ɗi Kiris. "
1CO.15.23,"Kìɓan kifog, ki ɓa lɛ, rì ɓum, rì cààmɛ̀n kaa; Kiris à ɓa ŋwaà beèbɛ̀y, ɓumɓɛ ɓɛ ri lɛ ɓɛŋkii, ɓɛ ɓɔ̀ɓ ŋwosi risugtìì ɗii. "
1CO.15.24,"Ajɛ̀m ìnɛn nnɛ rìsugtɛ̀n ɗi ɓaa gɛ, yɛ̀ɛ Kiris à faa gɛ rìlàmì rì roànɛ à rì lɛ, nyi Bɛ̀ll, nyi Seŋi, di à mɛ yogsi lɛ: rì mɛ̀tèɗ mɛ mɛ ri mɛ̀ làŋɛn, rì rìlàmì ɗìcèm, rì mɛ̀tèɗ mɛ nghay mɛmbog mɛ̀cèm. "
1CO.15.25,Lɛ ki ghɛɛ̀sɛɛ lɛ a lami à kpaŋ yɛ̀ɛ à rì ɓiì foŋì ɓɛ̀bènàbena ɓii ɓɛ̀cèm a mɛ̀kòò mii zi 
1CO.15.26,Nni bènàbena anɛ à ɓiì siitɛɛ kiyogsii yɛɛ ri rìwu. 
1CO.15.27,"Ɓisuulɛ Bɛ̀ll à faghà nyi ìtèɗ wu làmiyɛn ɓyom ɓìcèm, kìɓan kifog, i à kpaa lɛ, à faghà nyi rìlàmì ɓi ɓyom ɓìcèm, ki yin ɗi nywey lɛ ŋwaànɛ à faghà Kiris rìlàmì, à yin ɓi bàlì ì ɓyom ɓi à làmii. "
1CO.15.28,"Fɔlɔɔ yɛɛ ri ɓa lɛ, i ɓyom ɓìcèm ɓi ti ɓi rìlàmì ɗii a zi, fɔɔnnɛ Man à rì ɓiì sɛɛ̀dii nyimiɗ ɓi rìlàmì ɗi roànɛ à faghà nyi ìtèɗ wulɛ a lami ɓyom ɓìcèm, lɛ di fɔɔnnɛ Bɛ̀ll a ɓa com kìcèm ɓi ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm."
1CO.15.29,"I kaa yin fɔlɔɔ, di ɓumɓɛ ɓɛ ti ɓɛ̀ ɓaɓtàg ɓisuu ɓiloŋ ɓɛ ti ɓɛ kilàg fɔlɔɔ lɛ cɛ? I ki ri saaɗ lɛ ɓìloŋ ɓyaa ghèmɓɛn ɓi, ɓɔɔ ki ɓàaɓaɓtɛ̀n ɓisu waa lɛ cɛ ? "
1CO.15.30,Ɓìsiì ɓɔmiɗ tì rì min ɓi ɓɛ̀koŋnyoo cààmɛ̀n kìcèm lɛ la? 
1CO.15.31,"Lɛ ŋwos anɛ aɗyoo bimiɗ, mɛ̀ ǹɗì ǹɗɛrɛliyɛn ɓi koŋnyoo à rìwu; ǹkpaa mìni kìɓan kiǹ ɓi saaɗ, ɓisuu rikem ɗi ǹɗì rì ɗyɔ lɛ mìni, ɓi Yeesus Kiris à Kan wìs ɓiɗùm. "
1CO.15.32,"I ɓisuu ɓiɓan ɓi mum nyimiɗ yɛɛ ri lɛ à sɛg, innɛ ǹɗùùghà rì nyàm a Efɛɛzɛ, ki ghɛɓsii min mɛ cɛ? I ɓìloŋ ɓyaa ghèmɓɛn ɓi, ti kìkiina lɛ tì ɗi tì nɔ lɛ rìduri tì ɓiì wiì."
1CO.15.33,"Kɛ̀ ɓi pwààrɛn, rìkɛ̀ɛ̀kɛ̀ɛ̀ ɗi rì ɓìɓeɓtàg ɓi ɓum ɗi ti ɗi yogsàg ɓìsyɔ̀ɔ̀ ɓì syeesyee ɓi mum à rì rì ɓyɔ. "
1CO.15.34,Sugtiina ɓi mìniìɓɔmiɗ yɛ̀ɛ ki ghɛɛ̀sɛɛ kɛ̀ ɓi kì kiɓe. Ɓisuulɛ ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wìn ɓɛ yii ɓi Bɛ̀ll; kìɓan ki ǹkpaa kìn ki ri ǹtoòrìɗ ɓi ɓɛg wìn.
1CO.15.35,"Wɔ̀lɛ ŋwaàdɛŋ à rì lɛ à tɔg lɛ, lannɛ ɓum ɓɛ ri ɓiì ghèmɓɛɛ? Nyoo aɗi yɛɛ̀nɛ ɓɛ ri ɓa ri yɔ̀? "
1CO.15.36,Kìdùŋdùŋ ki mum ki! Com ki ù ɓɛ̀li ki yin lɛ ki ghɛɓ di ki wii ɓì! 
1CO.15.37,"Com ki ù ti ù ɓɛ̀ɛ̀yì ki yingagti rì nyoo ìnɛ ki ɓaghà rì yɔ̀ ɓi rìròò; lɛ ɓaà yiɓi ɗis ɗi bààzì ɗi zɛy ɗyɔ yɛɛ ri, nsoò lɛ ɗi boo ì com ìdɛŋ. "
1CO.15.38,"Ajɛ̀m ìnɛn, Bɛ̀ll à fa com kìn nyoo ìnɛ à kɔ̀ni lɛ a fa; fɔɔnnɛ à ti à kìlàg lɛ rì boo ì com ìnɛ̀n miì, rì rìkuu ɗii ɗi nyoo."
1CO.15.39,"Ɓyom ɓìcèm ɓi yin ɗi rìkuu ɗi nyoo ɗìfog; ɓum ɓɛ ri rì rìkuu ɗyaa ɗi nyoo, nyàm rì ɗinkàà, tììlì rì rìkuu ɗyaa ɗi nyoo, ɓìzɛn ìrig rì rìkuu ɗyàà. "
1CO.15.40,"Fɔlɔɔ nnɛ nyoo yi aɗyoo yi ri wɔɔ, yi ɓi ziinɛ wɔɔ; nyoo yi aɗyoo yi ghasɛɛ ɓi ri yi ɓi ziinɛ ɓi rìseesèèrɛ̀n ɗi ɓi mis. "
1CO.15.41,"Kìtɛɛtɛn ki ŋwos ki ri dɛŋ, ki ŋwii dɛŋ, ki tyɔɛy dɛŋ, nsoò tyɔɛy tyɔmiɗ ti ghasɛɛ rìlòm."
1CO.15.42,"Fɔlɔɔ nnɛ ki ri ɓa girig ɓi rìghèmɓɛ̀n ɗi ɓiloŋ, nyoo ìnɛ ɓɛ ti ɓɛ ɓomgì, ì rì nyoo ìnɛ ì ti ì ɓwɛ̀ɛ̀yì; ɓi rìghèmɓɛ̀n ì ɓa nyoo ìnɛ ì yin lɛ ì ɓwɛ̀y. "
1CO.15.43,"Nyoo ìnɛ ɓɛ ti ɓɛ ɓomgì, ì rì rì mɛ̀sòo, ɓi rìghèmɓɛ̀n ì ɓa rì rìkem; i ɓɛ ɓomi yɔ̀ ri ɓìlɛm, ì ghèmɓɛ̀n lɛ kpegkpeg, rì ìtèɗ lɛɛ̀gwey. "
1CO.15.44,"Ɓɛ ti ɓɛ ɓomgì yɔ̀ lɛ nyoo ì mɛ̀mùù, ɓi rìghèmɓɛ̀n ì ɓa nyoo ì nghay, lɛ i nyoo ì mɛ̀mùù ì rì wɔɔ, ìnɛ ɓi nghay ì ɓa girig wɔɔ. "
1CO.15.45,Kìɓan kiǹ kɛɛ̀ki ki ri miì kìkànɛn lɛ: Mum à ǹtonto ànɛ lɛ Adam à ghalà com ki kɛɛ̀ ghɛghɛ̀ɓ; Adam à siitòn à ti nghay wu wɛɛ̀ fafa cɛɓ. 
1CO.15.46,"Wɔ̀lɛ àa com ki ki ri nghay kɔ yɛɛ ti ki lokì, lɔŋ ki ki ri mɛ̀mùù, ajɛ̀m ìnɛn, ki ki ri nghay ki nɔɔ̀tìì. "
1CO.15.47,"Mum à ǹtonto à kìlɛ̀ngà rì zi, fɔɔnnɛ à rì miì ŋwaànɛ ɓi ziinɛ; ŋwaà kìɓɛ̀rɛn nyii rii aɗyoo. "
1CO.15.48,Ɓumɓɛ ɓi ziinɛ ɓɛ ri ɓi kìpisɛn ki roànɛ à ɓaghày ŋwaànɛ ɓi ziinɛ; ɓɛ̀roɓɛ aɗyoo ɓɔɔ ɓa ɓi kìpisɛn ki roànɛ à ɓaghày aɗyoo. 
1CO.15.49,Nni lɔŋ yɛ̀ɛ tì pisɛ̀ngà roànɛ à rì ŋwaànɛ ɓi ziinɛ nnɛ tì ɓiì pisɛɛ girig roànɛ à ɓaghày aɗyoo.
1CO.15.50,"Ɓɔɔsoŋ̀, com ki nkpaaghi ki ri lɛ: Ɓyom ɓi lɛ, rì mɛ̀mùù rì bwaɓ, ɓyaa teɗ ɓi gàɓ ɓi kìlɔ̀ŋ ki Bɛ̀ll, fɔɔnnɛ com ki ki ti ki wulàg ki yin lɛ ki ɓa rì gàɓ ɓi rìɓa ɗi lɛ com kɛ̀ kɛɛ̀ wu."
1CO.15.51,"Nɗesi mìni kìɓan ki rim ki a rìnyam: Tyàa wu ɓi ɓɛsɛ̀ɛ̀ ɓɛ̀cèm, kìɓan kifog ɓìsi ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm tì rì ɓiì koɓsɛɛ, "
1CO.15.52,"ɓi maa cààmɛ̀n, lɔŋ yɛ̀ɛ rìpwaɗ ɗi mis, di ɗyam ɗi siitòn ɗi mɛ tòòghrɛ̀n; lɛ yɛ̀ɛ ɗyam ɗi siitòn ɗi rɔŋi gɛ, ɓìloŋ ɓi ghembɛ̀n ɗì nyoo ìnɛ ì yin lɛ ì wutì; ɓìsii lɔɔ̀ghrɛ̀n nyoo. "
1CO.15.53,"Lɛ ki ghɛɛ̀sɛɛ lɛ, nyoo ìnɛ ì ti ì ɓwɛ̀ɛ̀yì ìnɛ yɛ̀ɛ waàtɛn nyoo ìnɛ ì yin lɛ ì ɓwɛ̀y tì; nyoo ìnɛ ì ti ì wulàg ìnɛ, ì waàtɛn nyoo ìnɛ ì yin lɛ ì wutì."
1CO.15.54,"Yɛ̀ɛ nyoo ìnɛ ì ti ì ɓwɛ̀ɛ̀yì ìnɛ ì ri waatɛɛ gɛ nyoo ìnɛ yɛ̀ kɛɛ̀ wu, fɔlɔɔ nnɛ jɛ̀ɛ̀ ìnɛ ì rì ǹkànɛn i ɓiì ronì. Jɛ̀ɛ̀ ìnɛn yɛ̀ɛ ri lɛ: Rìwu ɗi ti ɗì ɓimɛn ɓi rìcee ɓiɗùm. "
1CO.15.55,"Rìwu, nni rìcee ɗyɔɔ ɗyɛɛ̀ m̀be? Rìwu, rìkɔ̀ŋ ɗyɔɔ ɗyɛɛ̀ m̀be?"
1CO.15.56,"Rìkɔ̀ŋ ɗi riwù ɗyɛɛ̀ɗi kìɓe, ìtèɗ wu kiɓe wu riì ɓi ɓìdɔ̀gsɛna. "
