livre.chapitre.verset,Bafia
LUK.2.26,"Nni Kìtɛntɛ̀ɛ̀n ki Nghay ki rèsìghà nyi lɛ, àa wu ɓi di à ka ghɛn ɓi Kiris ànɛ Kan à ɓiì romìì. "
LUK.2.27,Fɔɔnnɛ Simeyɔŋ à yughày ɓi naà-Bɛ̀ll yɛ̀ɛ Nghay à tinìghày nyi; nni ɓɛ̀yalì ɓɛ Yeesus ɓɛ yuyùghày rì man waà lɛ ɓɛɛ roòzi rìkpaa ɗi ɓi ɓìdɔ̀gsɛna ɓi Bɛ̀ll. 
LUK.2.28,"Fɔɔnnɛ Simeyɔŋ à ghàɓkà man ànɛ̀n ɓi ɓyàg ɓii, à fa Bɛ̀ll rìkem à kpaa lɛ:"
LUK.2.29,"Tààta, ù ti lɛ ù càɗ ǹkìì-kìsay wɔɔ lɛ, a sug rì ǹɗem ɓi ɗùm ɓigomìnɛ, yɛ̀ɛ ù mɛ roozi ǹkàg wɔɔ."
LUK.2.30,Ɓisuulɛ mɛ̀ɛmiɗ ǹɗuusii mis ɓi nghɛɓsì-ɓum ànɛ ù romiì
LUK.2.31,nyi nnɛ ù pègsɛ̀ngà ɓi mis mɛ ɓilɔ̀ŋ ɓìcèm.
LUK.2.32,"À rì kìtɛɛtɛn ki kii ɓiì kìi lɛ ɓìlɔ̀ŋ ɓi ɓi ziinɛ ɓyɛ yi wɔ̀, ki ki fa Isirayɛl à kìlɔ̀ŋ kɔɔ rikem."
LUK.2.33,"Seŋi rì jɛɛ Yeesus ɓɛ rɔɓkà myɔm ɓìkpaŋ, ɓɛ keg ɓìɓan ɓi Simeyɔŋ à kpaakpààghà ɓisuu man ànɛ̀n. "
LUK.2.34,"Fɔɔnnɛ Simeyɔŋ à màgà ɓɔ, à kpaa Marii à jɛɛ man lɛ: Man ànɛ A ɓiì kìi lɛ ɓumɓɛ a Isirayɛl lɛɛ̀gwey ɓɛɛ kɛɓtɛn fìɓàg ɓi mis mɛ Bɛ̀ll, ɓɛ̀ro ɓɛmbog ɓɛ ɓa kɛ̀ɛ̀ bɛ̀lɛn; à rì ɓiì ɓaà fɛlɛ yɛ̀ɛ roànɛ a konag kì rèsii yɛ̀ɛ ɓum ɓɛ ɓeèzɛɛ rìkì ɗi Bɛ̀ll, "
LUK.2.35,"Wɔɔmiɗ anɛ, ù ɓiì woògh ǹɗemi-kɛŋɛn yɛ̀ɛ mɛ̀nɔ̀ɓɔ̀, fɔlɔɔ nnɛ mɛ̀yitì mɛ mɛ rì ɓum lɛɛ̀gwey ɓi mɛ̀rem mɛ ɓiì yilɛɛ."
LUK.2.36,"Giɓ adɛŋ ɗii lɛ Ana, gɔ̀n ì Fanuɛl, ŋwaànɛ ɓi rìpwìɗ ɗi Azɛr a ɓatìghà girig ǹkpaŋzì-ɓìɓan a Bɛ̀ll. À ɓaghà di à mɛ rùn lɛɛ̀gwey; à ghɛɓkà bèg taàɓɛ̀ɛ̀ rì ŋwaànɛ ɓɛ wɔlɛ̀ngà ɓɛɛ̀ nyi ɓi rìgɔ̀n ɗii. "
LUK.2.37,"Fɔɔnnɛ à rɔ̀ɓkà ǹkpɔɓ; yɛ̀ɛ à ɓaghà min di à ti bèg mɛ̀tin mɛnin rì bèg yinin, nni à kɔ̀rìghà ɓi naà-Bɛ̀ll ìsuùcèm, à kìkì Bɛ̀ll kìsay lɛ, rì ìru rì ŋwos; àa ǹti à cèlàg ɓìɗilàg ɓyààmɛ̀n lɛɛ̀gwey, à ki ɓɔ̀ɔɓɔŋzàg. "
LUK.2.38,"Nni giɓ anɛ̀n à yùghày girig ɓi cààmɛ̀n kɔm̀ kiǹ, à tum rìfa ɗi Bɛ̀ll rìkem, à ki kpaakpaa ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓoŋɓòŋgà gòri ì Bɛ̀ll ɓisuu Yorisalɛm kìɓan ki Yeesus."
LUK.2.39,"Yɛ̀ɛ ɓɛ̀yalì ɓɛ Yeesus ɓɛ legsìghà ɓìɓan ɓi ɓɛ ghɛɛsɛ̀ngà kì kìi lɔŋ yɛ̀ɛ ɓìdɔ̀gsɛna ɓi Kan ɓyɛɛ̀ kpaakpàà, nni ɓɛ sugtìghà rì nyi a Galile, ɓi ban ìnɛ ɓɛ kɔkɔ̀rìghà wɔɔ lɛ Naazarɛt. "
LUK.2.40,"Fɔɔnnɛ man ànɛn a tɔɔtɔ̀ɔ̀ghà à ki tèeteèsɛ̀n; à ɓaghà rì ɗyomzɛ̀n lɛɛ̀gwey, Bɛ̀ll à ki keekeèsì nyi."
LUK.2.41,Ɓɛ̀yalì ɓɛ Yeesus ɓɛ ǹti ɓɛ kɛngì kì ɗiì Paskà a Yorisalɛm bèg yìcèm. 
LUK.2.42,"Nni yɛ̀ɛ Yeesus à ɓaghà di à ti bèg ǹtɛ̀ɗ rì yiɓɛɛ̀, nni ɓɛ kɛɛdìghà lɔŋ Paskà yɛ̀ɛ ɓɛ ǹkɛ̀ngì. "
LUK.2.43,"Yɛ̀ɛ tìcàɓ ti lekà, nni ɓɛ sukà, wɔ̀lɛ Yeesus à man waà à rɔ̀ɓ yì a Yorisalɛm ɓɔ ɓɔ kɔɔ̀ yi. "
LUK.2.44,"Di ɓɛ mɛ kɛɛ̀ghi bimiɗ a ŋwos, ɓɛ fefèg lɛ Yeesus à rì ɓi kìtuu ki ɓum ki ɓɛ kɛɛ̀kɛ̀ɛ̀zɛ̀ngà rì kɔ, nni ɓɛ tumɛ̀ngà nyi rìkaa, di ɓɛɛ tɔtɔg nyi rì ɓɔɔseŋi ɓaa, rì ɓisɛn ɓyaa. "
LUK.2.45,"Ɓaa rɔ̀ɓ ɓɛ̀ kɛɛ̀ ghɛn nyi, nni ɓɛ sugtìghà min a Yorisalɛm di ɓɛɛ̀ tɔtɔ̀g. "
LUK.2.46,"Ɓi mɛ̀ru mɛɓɛɛ̀ nnɛ ɓɛ tanɛɛ nyi ɓi naà-Bɛ̀ll ǹkɔ̀kɔriyɛn ɓi nyìinyìm à ɓɛ̀rèsàg-ɓìdɔ̀gsɛna ɓɛ Ɓɛ̀yudɛ̀n, à tɔtɔ̀g ɓɔ mɛ̀tɔɔ̀ghtɔɔgh, à ki wowog riɓàg ɗyaa. "
LUK.2.47,"Ɓum ɓɛ̀cèm ɓɛ ɓɛ wowòkà ɓìtòkì ɓii ɓɛ kuuràkà coo ɗyomzɛ̀n ɗii, rì rìɓàg ɗi à ɓàɓàkà ɓumɓɛ̀n. "
LUK.2.48,"Yɛ̀ɛ ɓɛ̀yalì ɓii ɓɛ ghɛngà nyi, ɓɛ kuuràg lɛɛ̀gwey, nni jɛɛ à tɔkà nyi lɛ: Man wɛm̀, ù yeesii ɓà ɓisi fɛlɛ lɛ cɛ? Rì mɛ̀ rì soŋi tyàa tì mɛ̀rem aɗyòò lɛ ti kaakaa wɔ. "
LUK.2.49,Nni à ɓakà ɓɔ lɛ: Ɓisuucɛ nnɛ ɓyàa kaakaa mɛ̀? Ɓyàa yii ɓi lɛ ki ghɛɛ̀sɛɛ lɛ nkiki ɓiɓan ɓi Seŋi wɛ̀m? 
LUK.2.50,"Kìɓan kìfog, ɓɛ yighà ɓì azi anɛ ɓi jɛ̀ɛ̀ ìnɛ à kpaaghà ɓɔ ìnɛ̀n. "
LUK.2.51,"Fɔɔnnɛ à sugtìghà min ri ɓɔ a Naazarɛt, a kìkì ɓɔ mɛ̀wog; jɛɛ à ɓèŋɓèŋgà ɓìɓan ɓiǹ ɓìcèm ɓi ǹɗem. "
LUK.2.52,"Yeesus à tɔɔtɔ̀ɔ̀ghà, ɗyomzɛ̀n ɗii ɗi teèghtèghɛ̀n, Bɛ̀ll à keèkèèsì nyi, ɓum ɓɛ ki keekeèsì nyi girig."
LUK.3.1,"Di Tìɓɛr ànɛ à ɓaghà rìfòm ɗigwey a ti ɓèg ǹtɛ̀ɗ rì yitaǹ ɓi rìlàmì, cààmɛ̀n kiǹ kɛɛ̀ki Pɔŋs-Pilat à ɓaa gɔmìnà ànɛ a Zyude, Eroodɛ à làlamì Galile, geni ànɛ lɛ Filiɓ nyii lalàmì ɓìden ɓi zi ɓi lɛ, rì Iture rì Tirakonit, Lizanyas nyii lalàmì Abilɛn "
LUK.3.2,An rì Kayif ɓɔɔ ɓaghà ɓɛ̀pìrɛɛtìrɛ̀ ɓɛgwey; nni Zyaŋ à man à Zakarii à wokà jɛ̀ɛ̀ ì Bɛ̀ll di à rì ɓi-reɓ. 
LUK.3.3,"Fɔɔnnɛ à tumɛ̀ngà rìrerènì ɗi kòdò ànɛ à rì jàŋbog rì Zyuridɛŋ, di a làalamɓɛ̀n lɛ, ɓum ɓɛɛ lɔɔ̀ghrɛn mɛ̀rem, ɓɛ ɓaɓtàg, fɔlɔɔ nnɛ Bɛ̀ll a cenɛn ɓɔ ɓìɓe ɓyaa. "
LUK.3.4,Lɔŋ yɛ̀ɛ ki ri kì kànɛn ɓi kaàtà ɓìɓan ɓi à ǹkpaŋzì-ɓìɓan Ezayii lɛ: Jɛ̀ɛ̀ ìnɛn ì rì jɛ̀ɛ̀ ì roànɛ a làalamɓɛ̀n yì ɓi-reɓ lɛ: Pègsɛɛna bee yi Kan bì rɛsàg yɔ lɛ saaɗ.
LUK.3.5,"Ɓɛ ɓiì roozaagh ɓigbɔ̀g ɓìcèm, ɓɛ ɓùgsì lɛ rì dòn rì ɓìkèekèy, ɓɛ ki rɛsag ti ɓɛ̀kɔnà ɓɛ bee, ɓɛ tiìghgɛ̀n girig bee yi yi ri rì mɛ̀gbeŋ."
LUK.3.6,Fɔlɔɔ nnɛ mum bimiɗ à ɓiì ghɛɛ gòri ì Bɛ̀ll.
LUK.3.7,"Ɓum ɓɛ yuyùghày yɛ̀ɛ Zyaŋ ɓìtuu lɛ ɓìtuu, lɛ a ɓàɓti ɓɔ, nyii ki kpaakpàà ɓɔ lɛ: Ɓumɓɛ ɓɛ pisɛɛ ɓìgòm ɓɛ! Ghɛn yɛ̀ɛ reɓi mìni lɛ ɓì rì lɛ ɓì ghɛŋì rìbaŋì ɗi Bɛ̀ll ɗi ɗi riì? "
LUK.3.8,"Nni kìina min ɓiɓan ɓi ɓyɛɛ resi lɛ, ɓì mɛ lɔ̀ɔ̀ghrɛn mɛrem; kɛ̀ ɓi kpaakpaa ɓi mɛ̀rem min lɛ: Abiraham à rì seŋi wìs a ǹsɛ̀ɛ̀; ɓisuulɛ Bɛ̀ll à rì lɛ à kì lɛ gɔ̀g yi yɛɛ ghas̀ ɓɔn ɓɛ Abiraham, mɛ̀ yɛ̀ɛ kpaa mìni. "
LUK.3.9,"Ɓi kiŋcèm, fìseŋ fi ti a ɓìte zi lɛ, kìte kicèm ki kii ɓiì rɔ̀ɓi kɛ̀ kɛɛ̀ wum ɓiɗùn ɓi syeesyee, ɓɛ ɓiì kpɛ̀ɛ kɔ, ɓɛ wòn kɔ ɓi ɗuu."
LUK.3.10,Nni gwìy ì ɓum ìnɛ̀n ì tɔkà nyi lɛ: Cɛ kɛɛ̀ki tì ghɛ̀ɛ̀sɛɛ min ki kìi? 
LUK.3.11,"Fɔɔnnɛ à ɓàkà ɓɔ lɛ: Ŋwaànɛ à rì ɓìlàà ɓiɓɛɛ̀, a fa gèni ànɛ à rì kɛ̀ɛ̀ kɔ kìfog; ŋwaànɛ à rì rì ɓyom ɓi ɗiyɛn, a yiti gèni ànɛ à rì kɛ̀ɛ̀ com. "
LUK.3.12,"Ɓɛ̀terì-làmpoŋ̀ ɓɛ yughày girig lɛ ɓɛɛ ɓaɓti ɓɔ, nni ɓɛ tɔkà nyi lɛ: Ǹɗèsàg, cɛ tì ghɛ̀ɛ̀sɛɛ kì kìi? "
LUK.3.13,Fɔɔnnɛ à ɓakà ɓɔ lɛ: Kɛ̀ ɓi sagtɛn com ɓi bàlì ì mɔ̀ɔ̀ni mɛ làmpoŋ̀ ìnɛ ɓì ghɛ̀ɛ̀sɛɛ kì tɔɔ̀gh.
LUK.3.14,"Ɓɛ̀sujàà ɓɛ tɔkà girig nyi lɛ: Ɓìsi yòg, cɛ kɛɛ̀ki tì ghɛ̀ɛ̀sɛɛ kì kìi? À kpaa ɓɔ lɛ: Kɛ̀ ɓì ɓàtag mum com ɓi-tèɗ, kɛ̀ ɓi ki sɔmag mum di à kìi ɓi kiɓan ki ɓeɓtɛn; nyààrɛɛna rì mɛ̀lèɓ mɛ ɓɛ ti ɓɛ leɓkì mìni ɓi kìsay kin."
LUK.3.15,"Kìlɔ̀ŋ ki ɓoŋɓòŋgà rì dyàɓɛn, ɓum ɓɛ̀cèm ɓɛ fekì nya lɛ Zyaŋ nnyɛ̀ɛ ri Kiris. "
LUK.3.16,"Fɔɔnnɛ à kpaaghà ɓɔɔ̀cèm lɛ: Mɛ̀ɛ m̀ɓàaɓaɓtì mìni rì mɛ̀nig, kìɓan kifog ŋwaànɛ à cee mɛ̀ ɓi-tèɗ à tiì, ǹkpaŋi gì ɓi ɓi ǹkoŋ wulɛ m̀fùmì ǹɗig wii wu gòò. Nnyɛɛ ri mìni ɓiì ɓàɓtii ri Kìtɛntɛ̀ɛ̀n ki Nghay, rì ɗuu. "
LUK.3.17,"À rìì rì mɛ̀tɛŋkɛlɛ mii ɓi càg, lɛ a ghasi lɛ rì ɓìfɛfɛy, rì gèŋ i cag cag; à ɓiì foŋi gèŋ ɓi kìkpoŋ kii; fɔɔnnɛ à ɓiì tɔ̀ni ɓifɛfɛy ɓi ɗuu ɗi ɗyɛ̀ kɛɛ̀ ɗimi."
LUK.3.18,"Zyaŋ à kpaakpaaghà kìlɔ̀ŋ Syeesyee à Ɓɔlɛ, à ki fafa ti ɓɔ deɓ yidɛŋ lɛɛ̀gwey. "
LUK.3.19,"Kìɓan kifog Zyaŋ à rèsìghà gɔmìnà ànɛ lɛ Eroodɛ zɛ̀ɗ yiì, ɓi kìɓan ki Eroɗyaadɛ à gili gèni, rì ɓìɓeɓtàg ɓi ɓiɓan ɓidɛŋ lɛɛ̀gwey ɓi à kìghà. "
LUK.3.20,"Nni à kìtìghà tì kìɓan ki ɓeɓtɛn kidɛŋ, à foŋ Zyaŋ ɓi naà-zày."
LUK.3.21,"Di ɓaa ɓàɓti kilɔ̀ŋ kìcèm, nni ɓɛ ɓaɓtìghà girig Yeesus. Yɛ̀ɛ à kìkìghà bɔ̀ŋzɛ̀n, nni ɗyoo ɗi nɛmɓɛ̀ngà, "
LUK.3.22,"Kìtɛntɛ̀ɛ̀n ki Nghay ki sɛn yì nyi ɓi nyoo, fɛlɛ yɛ̀ɛ kuùkuù; fɔɔnnɛ jɛ̀ɛ̀ ì ɓaghày ɓi ɗyoo lɛ: Ù rì Man wɛm̀ à ǹɗem, ɓi wɔ̀ nnɛ ǹfoŋi kìnyàà kɛm̀."
LUK.3.23,"Yeesus à ɓaghà nunùg bèg rìtin ɗì ǹtɛ̀ɗ cààmɛ̀n ki à tumɛɛ kìsay kii, ɓum, ɓɔɔ fefèkà lɛ, à rì man à Yoosɛɓ ànɛ à ɓaghà man à Heli "
LUK.3.24,"Heli man à Matat, à man à Levi; Levi man à Mɛlki, Mɛlki man à Yanay, Yanay man à Yoosɛɓ. "
LUK.3.25,"Yoosɛɓ man à Matatyas à man à Amos, Amos man à Nawum, à man a Ɛsli; Ɛsli man à Nagayi "
LUK.3.26,"à man à Maat, à man à Matatyas, à man a Semeyin, à man à Yoosɛcɛ, à man à Yoda. "
LUK.3.27,"Yoda man à Yoanan, à man à Resa; Resa man à Zoroɓaɓɛl, à man à Salatyɛl, man à Neri, "
LUK.3.28,"à man à Mɛlki, à man à Aɗi, man à Kosam, à man à Ɛlmadam, à man à Ɛɛr; "
LUK.3.29,"Ɛɛr man, à Yeesus, à man à Elyezɛɛr, à man à Yorim, à man à Matat, à man à Levi; "
LUK.3.30,"Levi man a Simeyɔŋ, à man à Yuda, à man a Yoosɛɓ, à man à Yonam, à man à Elyakim; "
LUK.3.31,"Elyakim man à Meleya, à man à Mena, à man à Matata, à man à Nataŋ, man à Davit, "
LUK.3.32,"à man à Izayii, à man à Yoɓɛd, à man à Booz, à man à Salmɔn, à man à Naasɔn. "
LUK.3.33,"Naasɔn man à Aminadaɓ, à man à Admin, à man à Arni, à man à Ɛsrɔn, man à Farɛs, à man à Zyuda; "
LUK.3.34,"Zyuda man à Yakɔɓ, à man à Isag, à man à Abiraham, à man à Tera, à man à Nakɔr. "
LUK.3.35,"Nakɔr man à Serug, à man à Rehu à man à Pelɛg, à man à Eɓɛɛr, à man à Cilag "
LUK.3.36,"Cilag man à Kayinam, à man Arifasad, à man à Sɛm, à man à Nowe, à man à Lemɛg. "
LUK.3.37,"Lemɛg man à Matusalɛm, à man à Enɔg, man à Yerɛd, à man à Maleleyɛl, à man à Kenam. "
LUK.3.38,"Kenam man à Enos, à man à Sɛt, à man à Adam, à man à Bɛ̀ll."
LUK.4.1,Yeesus à sukày ɓi Zyuridɛŋ ǹɗonɛn ri Kìtɛntɛ̀ɛ̀n ki Nghay; fɔɔnnɛ Nghay à tinìghà nyi lɛ a kɛǹ ɓi-reɓ. 
LUK.4.2,Wɔɔ nnɛ Satàn a fèèghrɛ̀ngà nyi mɛ̀ru mɛ̀tin mɛɓɛɛ̀; à kɔ̀rìghà kɛ̀ɛ ɗi com ɓi mɛru mɛ̀n mɛ̀cèm. Nni yɛ̀ɛ mɛ ghaghìghà fɔɔnnɛ zày ì kɔngà nyi. 
LUK.4.3,"Nni Satàn a kpaaghà nyi lɛ: I ù yii lɛ ù rì Man à Bɛ̀ll, kali gɔ̀g ìnɛ lɛ yɛ̀ɛ ghas̀ bìrɛs. "
LUK.4.4,Yeesus à ɓàg nyi lɛ: Mum à yin lɛ à ghɛɓ lɛ bìrɛs yɔ̀ ri yɔ̀.
LUK.4.5,"Nni Satàn a tekà nyi, à ɓɔgtɛ̀n tì rì nyi aɗyoo, à rèsì nyi ɓìlɔ̀ŋ ɓìcèm ɓi ɓi ziinɛ, ɓi maa kìden à cààmɛ̀n, "
LUK.4.6,"à kpaa nyi lɛ: Ǹɗì wɔ̀ ɓiì faà rìkem rì ìkum wucèm wu ɓi ɓìlɔ̀ŋ ɓi; lɛ ɓɛ faghà mɛ̀ ɓyɔ, ǹɗì girig lɛ ǹfa ɓyɔ rì ŋwaànɛ ǹkɔ̀ni lɛ ǹfa. "
LUK.4.7,Ɓìcèm ɓi ri ɓiì wooghrɛɛ ri wɔ̀ di ù ɓaagh mɛ̀ mɛ̀ɗu asu. 
LUK.4.8,"Nni Yeesus à ɓàkà nyi lɛ: Ki ri kì kànɛn lɛ: Ɓɔgsag Kan Bɛ̀ll wɔ̀ɔ̀, nyi nnɛ ù kì kìsay cɛ̀ncii."
LUK.4.9,"Fɔɔnnɛ Satàn a kɛ̀ɛ̀dìtìghà rì Yeesus a Yorisalɛm, à ɓɔgsì nyi ɓi fìran fi naà-Bɛ̀ll à kpaa nyi lɛ: I ù yii lɛ ù rì Man à Bɛ̀ll, lɛla fɛ, u kɛǹ kì ciɓì ɓi zi. "
LUK.4.10,Lɛ ki ri kì kànɛn lɛ: Bɛ̀ll à ɓiì reɓsii ɓum ɓii ɓɛ titom lɛ ɓɛɛ ɓeŋ̀ wɔ̀ 
LUK.4.11,rì tì lɛ: Ɓɛ ri wɔ̀ ɓiì lɛ̀ŋlɛŋi ɓi ɓyàg lɛ kɔ̀ɔ tuusi ikòò ɓi gɔ̀g.
LUK.4.12,Nni Yeesus à ɓàkà nyi lɛ: Ki rì kì kànɛn lɛ: Kɔ̀ɔ fèèghrɛn Kan Bɛ̀ll wɔ̀ɔ̀.
LUK.4.13,"Yɛ̀ɛ Satàn a lègsìghà nyi kìfèèghrɛɛ ɓi bee yiǹ yìcèm nni à ghaghìghà fìràɓ, à ɓoŋdì lɛ syeesyee à cààmɛ̀n àdɛŋ a ghɛnɛn."
LUK.4.14,Nni Yeesus à sugtìghà a Galile ǹɗonɛn ri ìtèɗ wu Kitɛntɛ̀ɛ̀n ki Nghay; fɔɔnnɛ rìkem ɗii ɗi saàghà ɓi kìlànà ki zi kiǹ kìcèm. 
LUK.4.15,"A rèrèsàkà ɓum ɓìɓan ɓi Bɛ̀ll ɓi naa yi bɔŋ̀zɛ̀n, ɓum ɓɛ̀cèm ɓɛ sɛsɛ̀g nyi."
LUK.4.16,"Yeesus à kɛ̀ngà a Naazarɛt ɓi bàn ìnɛ à tɔɔghà wɔɔ, a ɗiŋì ɓi naà-bɔ̀ŋzɛ̀n lɔŋ yɛ̀ɛ àa nti à kìlàg ɓɛ̀ŋwos ɓɛ Saɓàt. Nni à pɛ̀sɛ̀ngà aɗyòò lɛ a ɓay kaàtà à Bɛ̀ll. "
LUK.4.17,"Ɓɛ ceesìghà nyi kaàtà à ǹkpaŋzì-ɓìɓan anɛ lɛ Ezayii, yɛ̀ɛ à ŋwàɗkà kaàtà ànɛn à tanɛ̀n jàŋ inɛ ì rì ǹkànɛn lɛ:"
LUK.4.18,"Nghay à Kan à rì ɓi mɛ̀ ɓisuulɛ à ɓɔngà mɛ̀ à siŋì mɛ̀ mɔ̀ɔ lɛ ǹkakàlì ɓɛ̀yɛɓàyɛɓa Syeesyee à Ɓɔlɛ, à rom mɛ̀ lɛ, nghagsi ɓum ɓɛ naà-zày lɛ: ɓɛ ɓiì kpagii naà-zày; à rom dì mɛ̀ lɛ, ǹkpaà ɓɛ̀ɗyaŋɗyàŋ lɛ ɓɛ ri ɓiì ghɛnɛɛ ti; ɓumɓɛ ɓɛ̀ro ɓum ɓɛɛ̀ kìki mɛtɔɓ m̀pisì ɓɔ ɓi mɛ̀tɔɓ,"
LUK.4.19,"rì tì lɛ, ǹlam̀ɓɛn lɛ, bèg ìnɛ Kan à ɓiì rèsii geesɛ̀n yìì i kpaŋi."
LUK.4.20,"Fɔɔnnɛ Yeesus à pɛ̀ɛ̀zìghà kìtaàgh kaàtà, à ceesì nyi rì ǹkìì-kìsay, à kɔ̀rì min ɓi zi. Ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓaghà ɓi naà-bɔ̀ŋzɛ̀n ɓɛ ɓanɓàngà nyi rì mis lɛ tɔ̀n tɔ̀n tɔ̀n!"
LUK.4.21,"Nni à tumɛ̀ngà ɓɔ rìkpaa lɛ: Jɛ̀ɛ̀ ìnɛ ɓì woogh ìnɛ̀n di m̀ɓàli, ì roni gɛɛ̀nɛ. "
LUK.4.22,"Fɔɔnnɛ ɓum ɓɛ̀cèm ɓɛ sɛsɛ̀kà nyi, ɓɛ ki kuukuùghràg ɓɛ̀syeesyee ɓɛ jɛ̀ɛ̀ ɓɛ à kpaakpaaghà, di ɓɛɛ tɔtɔg lɛ: Àa man à Yoosɛɓ yɛɛ ri lɛ? "
LUK.4.23,"Yeesus à kpaa ɓɔ lɛ: Ǹ-yii saaɗ lɛ, ɓì rì mɛ̀ ɓiì terì dàɗkì ìnɛ lɛ: Wɔ̀ m̀ɓoò-ɓum, ɓoorɛn wɛ̀ɛmiɗ; ɓìɓan ɓi tì wokà lɛ, ù kìghà a Kapɛrinawum, kìya girig ɓyɔ fɛ ɓi kìlɔ̀ŋ kɔɔ. "
LUK.4.24,Nni à kpaatìghà ɓɔ lɛ: Ǹkalii mìni saaɗ à rìkpaa lɛ: Ǹkpaŋzì-ɓìɓan a maà kem ɓi ɓi kìlɔ̀ŋ kii. 
LUK.4.25,"Saaɗ innɛ ǹkpaa mìni lɛ: Ɓi mɛ̀ru mɛ ǹkpaŋzì-ɓìɓan Eli, mɛ̀kpɔɓ mɛ ɓɛ̀yiɓ mɛ ronɛ̀ngà a Isirayɛl ɓi cààmɛ̀n ki bwey yi kosɛ̀ngà à kpaŋ bèg yìraa rì kìden. Zày ì kìghà ɓi kìlɔ̀ŋ kìcèm. "
LUK.4.26,"Kìɓan kifog, Bɛ̀ll à romgà ɓi Eli yɛ̀ɛ kibog ki ɓi mɛ̀kpɔɓ mɛǹ, lɔŋ yɛ̀ɛ ǹkpɔɓ wu giɓ wu wu ɓaghà a Sarɛɓta, ɓi kìlɔ̀ŋ ki lɛ Sidɔŋ innɛ à romgà nyi. "
LUK.4.27,"Ɓɛkukwiy ɓɛ ronɛ̀ngà girig a Isirayɛl ɓi cààmɛ̀n ki ǹkpaŋzì-ɓìɓan ànɛ lɛ Elize, kìɓan kifog, ǹsoò kìbog ki ɓi ɓɔ ki wɔngà ɓi, i ki cee ɓi lɛ Naman ŋwaànɛ a Sirii."
LUK.4.28,Mɛ̀rem mɛ ɓeɓtɛ̀ngà ɓum ɓɛ̀cèm ɓɛ ɓɛ ɓaghà ɓi naà-bɔ̀ŋzɛ̀n ìnɛn yɛ̀ɛ ɓɛ wokà fɔlɔɔ. 
LUK.4.29,"Nni ɓɛ pɛsɛ̀ngà ɓɛ kpaŋzì nyi ɓi bàn, ɓɛ kɛ̀n ɗì nyi ɓi bèn ì dòn lɛ bàn yàà inɛn ì ɓaghà ǹtoŋɛn ɓi dòn aɗyoo lɛ di ɓɛɛ tyɔg nyi wɔɔ, a kɛǹ kìkpìi azi "
LUK.4.30,"kìɓan kìfog, à fyeeghà ɓɔ ɓi nyìinyìm à ghaàgh nyi."
LUK.4.31,"Fɔɔnnɛ Yeesus à sɛngà a Kapɛrinawum ànɛ à ɓaghà bàn ìnɛ a Galile, à rèèrèsàg ɓum ɓìɓan ɓi Bɛ̀ll ŋwosi Saɓàt. "
LUK.4.32,"Ɓum ɓɛ kuuràkà rìkuu ɗii ɗi rirèsì, ɓisuulɛ, à tòtòkà rì jɛ̀ɛ̀ ì rìlàmì. "
LUK.4.33,"Nni wɔɔ ɓi naà-bɔ̀ŋzɛ̀n ìnɛn, ŋwaàdɛŋ à ɓaghà rì kìɓeɓtàg ki ǹghay; ŋwaàncèm à tumɛ̀ngà rìlàmɓɛ̀n jɛ̀ɛ̀ aɗyoo lɛ: "
LUK.4.34,"Aàgh! Yeesus ànɛ a Naazarɛt, ki ri wɔ̀ la ri ɓìsi? Ù yuuyì kɔ̀m fɛ lɛ u cuusi ɓìsi? Mɛ̀ ǹ-yii lɛ ù rì roànɛ à rì ǹtɛnɛn, ànɛ Bɛ̀ll à romiì. "
LUK.4.35,"Yeesus à fwaàdɛ̀ngà kìɓeɓtàg ki ǹghay kìn, à kpaa kɔ lɛ: Sìmdi ŋwɔm, u ki kpaŋ ɓi ŋwaànɛ; nni kìɓeɓtàg ki ǹghay ki rogà ŋwaànɛ̀n ɓi zi ɓi nyìinyìm à ɓum, ki kpaŋ kɛ̀ kɛɛ̀ ki nyi com. "
LUK.4.36,"Nni ìris wu ɓangà ɓum ɓɛ̀cèm, ɓɛ tum rìkpaakpàà wɔɔ ɓɔ rì ɓɔ lɛ: Rìkuu ɗi jɛ̀ɛ̀ ɗi be ɗyɛɛ ri lɛ! Ghɛɛna yɛ̀ɛ à fwààdɛɛ ɓìɓeɓtàg ɓi mɛghay rì ìtèɗ wu rilàmì, ɓi ki kpagi! "
LUK.4.37,Nni rìkem ɗii ɗi saàghà min jàŋ bimiɗ ɓi kìlànà ki zi kiǹ.
LUK.4.38,"Yɛ̀ɛ Yeesus à pɛ̀sɛ̀ngà ɓi naà-bɔ̀ŋzɛ̀n, nni à kɛ̀ngà a mɛɛ mɛ Simɔn, à tanɛ̀n jɛɛ gili Simɔn di à rì rì kìfɛɓ ɓi nyoo lɛɛ̀gwey; fɔɔnnɛ ɓɛ tɔkà Yeesus lɛ a ghɛɓsi nyi. "
